age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
60,6,146674,3,0,8,1,2,1,0,0,50,0,0
36,4,140327,3,2,4,5,4,0,7298,0,35,33,1
54,4,115284,15,0,9,4,4,1,0,0,45,33,1
30,4,169104,13,4,13,2,1,1,0,0,40,35,0
49,4,185385,13,2,4,0,4,1,0,0,45,33,0
61,0,160625,15,2,0,0,4,1,4386,0,15,33,1
26,6,202560,7,4,2,3,4,0,0,0,35,33,0
29,4,301031,3,2,6,0,2,1,0,0,40,33,0
29,4,351324,13,4,4,3,4,0,0,0,32,33,0
19,4,119075,7,4,11,3,4,1,0,0,50,33,0
61,7,254890,3,2,6,0,4,1,0,0,40,33,0
24,4,160261,7,4,4,1,1,1,0,0,64,0,0
49,0,174274,3,6,0,1,4,0,0,0,80,33,0
28,4,226089,0,4,12,4,4,0,0,0,40,33,0
26,7,179633,7,4,3,3,4,1,0,0,40,33,0
36,4,326886,3,2,8,0,4,1,0,0,40,33,1
37,2,161111,3,3,13,4,4,0,0,0,10,33,0
35,5,242080,15,2,2,0,4,1,7298,0,45,33,1
47,4,203505,2,4,2,3,4,0,0,0,23,33,0
38,4,185053,4,2,2,5,4,0,0,0,20,33,1
32,2,255004,7,4,8,1,4,1,0,0,40,33,0
26,4,133766,3,2,10,0,4,1,0,0,70,33,0
33,4,222654,3,0,8,2,4,1,0,0,40,33,0
30,6,182089,3,2,10,0,4,1,0,0,85,33,0
30,4,142675,8,2,8,0,4,1,0,0,50,33,0
46,4,102308,3,2,11,0,4,1,0,0,56,33,1
34,4,123291,0,4,11,2,4,1,0,0,40,33,0
25,1,366207,3,4,6,3,4,1,0,0,40,33,0
42,4,482211,3,4,8,2,4,1,0,0,40,33,0
56,4,117400,7,4,2,1,4,0,0,0,35,33,0
47,6,216657,3,2,10,0,4,1,0,0,60,33,0
24,4,275244,7,4,9,1,2,1,0,0,35,33,0
32,4,34437,3,4,6,3,4,1,0,0,40,33,0
56,4,346033,12,0,1,1,4,1,0,0,40,33,0
34,4,180284,7,2,10,0,4,1,0,0,40,33,1
28,4,87632,7,2,4,0,4,1,0,0,43,33,0
18,4,240747,3,4,12,3,4,0,0,0,40,38,0
18,4,394954,7,4,1,1,4,0,0,0,40,33,0
36,4,188834,12,2,6,0,4,1,0,0,50,33,0
40,4,149466,3,0,11,1,2,1,0,0,35,33,0
56,6,66356,7,2,10,0,4,1,0,0,50,33,0
36,4,247936,3,2,13,5,1,0,0,0,2,30,0
38,4,309230,7,2,8,0,4,1,0,0,40,33,1
60,4,128367,7,0,2,4,4,1,3325,0,42,33,0
22,4,117210,7,4,1,3,4,1,0,0,25,4,0
61,4,133164,11,4,13,1,4,1,0,0,48,33,0
46,7,107231,7,2,9,0,4,1,0,1740,40,33,0
72,6,139889,7,2,10,0,4,1,0,0,74,33,0
55,6,179715,0,2,8,0,4,1,0,0,18,33,0
25,4,193820,15,4,4,1,4,0,0,1876,40,33,0
35,1,287658,7,2,3,0,2,1,0,0,40,33,1
35,4,409200,13,4,3,1,4,1,0,0,40,33,0
32,4,156464,3,2,8,0,4,1,0,0,40,33,0
32,4,40142,15,2,9,0,4,1,0,0,40,33,1
41,4,386236,10,2,10,0,4,1,0,0,30,19,0
44,4,244172,10,2,6,0,4,1,0,0,40,19,0
30,4,90446,11,2,10,0,4,1,0,0,40,19,0
47,4,97176,3,0,1,4,4,0,0,0,40,33,0
62,4,343982,0,6,1,3,2,0,0,0,40,33,0
29,4,170301,3,2,1,5,4,0,2829,0,40,33,0
32,4,188246,3,2,8,0,4,1,0,0,40,33,0
49,4,452402,7,5,9,4,2,0,0,0,60,33,0
28,4,126135,7,4,10,1,4,0,0,0,40,33,0
33,4,496743,3,2,2,0,4,1,0,0,88,33,0
44,4,76487,3,2,6,0,4,1,0,0,40,33,0
28,0,197288,1,4,0,4,2,0,0,0,30,33,0
37,6,101561,14,2,10,0,4,1,0,0,50,33,1
36,4,115803,3,2,8,0,4,1,0,0,40,33,1
37,5,39089,7,2,9,0,4,1,3103,0,50,33,1
46,6,199596,7,0,9,4,4,0,0,0,50,33,0
32,4,115963,3,2,11,0,4,1,0,0,50,33,0
55,7,296991,6,2,2,0,4,1,15024,0,40,33,1
53,5,96062,15,2,9,0,4,1,0,1902,48,33,1
19,4,192773,3,4,13,3,4,0,0,0,24,33,0
47,4,175600,3,2,8,0,4,1,0,0,40,33,0
23,4,257683,15,4,2,3,4,1,0,0,40,33,0
32,4,206051,7,4,1,1,4,1,0,0,35,33,0
66,4,167711,3,6,4,1,4,0,0,0,40,33,1
45,4,159080,3,2,1,3,4,0,0,0,15,33,0
19,4,286419,7,4,1,3,4,1,0,0,20,33,0
65,4,171584,15,4,9,1,4,1,0,0,40,33,0
23,4,113601,7,4,11,3,4,1,0,0,30,33,0
53,2,131258,6,4,2,1,4,0,0,0,50,33,1
45,4,473171,3,2,8,0,4,1,0,0,40,33,0
39,7,102729,13,2,5,0,4,1,0,0,40,33,0
37,4,224566,3,2,8,0,4,1,0,0,40,33,0
22,7,264710,15,4,5,3,4,0,0,0,40,33,0
25,4,158662,3,2,1,5,4,0,0,0,50,33,1
48,4,36228,3,0,6,1,4,1,0,0,44,33,0
30,4,194141,7,0,12,1,4,1,0,1617,40,33,0
20,4,309580,3,4,1,3,4,1,0,0,40,33,0
38,2,123983,15,4,9,4,1,1,0,1741,40,35,0
20,0,34862,7,4,0,3,0,1,0,0,72,33,0
74,0,256674,3,6,0,1,4,0,0,0,25,33,0
63,4,85420,7,2,4,0,4,1,5013,0,15,33,0
19,4,266255,3,4,4,3,4,0,0,0,40,33,0
25,4,86872,3,2,4,0,4,1,0,0,40,33,0
28,4,68393,3,4,13,1,4,0,0,0,46,33,0
62,4,208711,15,2,8,0,4,1,7688,0,50,33,1
54,5,147239,2,2,2,0,4,1,0,0,60,33,1
28,4,22422,3,4,9,1,4,1,0,0,40,33,0
18,4,137363,8,4,13,3,4,0,0,0,20,33,0
61,4,194956,3,2,12,0,4,1,0,0,40,33,1
42,4,198316,14,0,8,1,4,1,0,0,35,33,0
21,1,181096,7,4,5,3,2,1,0,0,20,33,0
22,4,177107,14,4,2,4,2,0,0,0,35,33,0
25,4,294400,11,2,8,0,4,1,0,0,60,33,0
38,4,86551,15,0,4,1,4,1,0,0,48,33,1
18,4,343059,7,4,4,3,4,0,0,0,40,33,0
54,4,162238,3,6,6,1,4,1,0,0,45,33,0
37,5,329980,15,2,4,0,4,1,15024,0,50,33,1
49,4,239625,4,2,9,0,4,1,0,0,40,33,1
26,4,385278,3,2,9,0,2,1,0,0,60,33,0
46,1,233555,3,0,1,4,2,0,0,0,40,0,0
35,6,107662,3,4,13,4,4,0,0,0,5,12,0
48,4,138069,3,2,6,0,4,1,0,0,45,33,0
70,4,178120,3,6,14,2,2,0,0,0,8,33,0
28,1,236418,7,4,9,1,2,1,0,0,40,33,0
52,4,122109,3,4,2,4,4,0,0,323,40,33,0
28,4,496526,3,4,1,1,4,0,0,0,40,33,0
51,4,37237,3,2,10,0,4,1,0,0,80,33,1
47,5,119471,11,4,8,1,3,1,0,0,40,0,0
42,4,149546,7,0,8,4,4,1,0,0,30,33,0
61,5,156542,6,5,2,1,4,1,0,0,40,33,1
49,7,175109,7,2,2,0,4,1,0,0,50,33,1
51,4,210736,0,3,8,2,4,1,0,0,40,33,0
23,4,113735,7,0,1,2,4,0,0,0,20,33,0
43,5,62026,6,2,9,0,4,1,99999,0,40,33,1
55,4,196126,15,5,8,1,4,1,0,0,40,0,0
28,4,113866,3,0,1,4,4,0,0,0,40,33,0
43,4,397280,13,4,2,1,4,1,0,0,50,33,1
70,0,148065,7,2,0,0,4,1,0,0,4,33,1
48,4,178313,3,2,4,0,4,1,0,0,60,33,0
28,4,193122,3,0,4,2,4,1,0,0,50,33,0
40,1,330174,6,2,2,0,4,1,7688,0,40,33,1
51,4,110458,15,5,2,1,4,1,0,0,40,33,0
41,4,204046,3,2,8,0,4,1,0,0,40,33,0
49,1,207540,15,2,1,0,4,1,0,0,40,33,1
36,4,180859,14,2,11,0,4,1,0,0,38,33,0
27,4,131310,3,2,13,5,4,0,0,0,40,33,1
45,4,148995,15,2,8,0,4,1,15024,0,40,33,1
44,7,144125,15,0,2,1,4,0,0,0,40,33,0
32,4,97306,15,4,1,1,4,0,0,0,48,33,0
41,6,144594,11,2,8,0,4,1,0,2179,40,33,0
40,4,283174,14,2,10,0,4,1,0,0,60,33,0
42,4,367533,0,2,8,3,3,1,0,0,43,33,1
23,4,27776,7,2,6,0,4,1,0,0,24,33,0
34,6,177639,13,4,8,1,4,1,0,0,40,33,0
65,0,224472,6,4,0,1,4,1,25124,0,80,33,1
45,2,172111,15,0,9,4,2,0,0,0,60,33,0
54,4,90363,13,2,9,0,4,1,0,0,40,33,1
40,4,421837,3,2,9,0,4,1,0,0,50,33,1
31,4,108322,7,1,8,0,4,1,0,0,28,33,0
22,4,110684,3,4,1,3,4,1,0,0,20,33,0
75,0,164849,12,2,0,0,2,1,1409,0,5,33,0
29,4,176727,7,4,8,1,4,1,0,0,38,33,0
17,4,34465,1,4,11,3,4,1,0,0,32,33,0
29,4,130620,7,3,4,3,1,0,0,0,26,11,0
43,4,60001,15,0,4,4,4,1,0,0,44,33,1
44,2,112763,4,0,2,4,4,0,0,0,38,33,0
43,6,116666,6,2,2,0,3,1,0,0,35,33,1
50,2,163998,15,2,3,0,4,1,0,0,44,33,1
18,4,115258,0,4,8,4,4,1,0,0,40,33,0
57,4,167483,14,0,9,4,4,0,0,0,50,33,0
51,5,110327,1,2,8,0,4,1,0,0,60,33,1
48,6,200825,7,2,9,0,4,1,0,0,30,33,1
22,4,200109,3,2,14,5,4,0,4508,0,40,33,0
33,4,238381,7,4,8,1,2,1,8614,0,40,33,1
21,0,113760,3,4,0,3,4,0,0,0,40,33,0
22,4,351952,7,4,2,4,4,0,0,0,20,33,0
37,2,34173,3,2,13,5,4,0,0,0,25,33,0
53,6,302847,3,2,4,0,4,1,0,0,35,33,0
52,4,159755,15,2,9,0,4,1,0,1887,40,33,1
40,4,202466,3,0,9,1,4,0,0,0,60,33,0
26,4,322547,15,4,2,1,4,0,0,0,45,33,0
48,4,176732,12,0,4,1,4,0,0,0,40,33,0
58,4,170480,4,2,9,0,4,1,0,0,60,33,1
43,6,316820,7,2,10,0,4,1,0,0,84,33,0
26,4,376016,3,4,13,1,4,0,0,0,30,33,0
64,0,169917,11,6,0,1,4,0,0,0,4,33,0
29,4,200511,15,2,4,0,4,1,0,0,50,33,0
34,4,35743,15,2,9,0,4,1,0,0,40,33,1
17,0,188758,0,4,0,3,4,1,0,0,14,33,0
18,4,312353,8,4,13,3,2,1,0,0,20,33,0
25,4,124483,15,4,2,1,1,1,0,0,50,11,0
22,4,309178,3,4,6,3,4,1,0,0,40,33,0
43,4,197609,7,0,13,1,4,0,0,0,30,33,0
44,4,115411,7,0,12,1,4,1,0,0,40,33,0
40,2,174395,15,2,9,0,4,1,0,0,60,33,1
19,4,217769,7,4,13,3,4,0,0,0,15,33,0
47,4,178341,15,2,4,0,4,1,4064,0,60,33,0
18,0,35855,1,4,0,3,4,1,0,0,30,33,0
43,4,198965,7,2,4,0,4,1,0,0,38,33,1
60,0,124487,7,0,0,1,4,0,0,0,40,33,1
22,0,142875,0,4,0,2,4,1,0,0,40,33,0
50,6,343242,7,2,6,0,4,1,0,0,55,33,0
25,7,176077,4,4,2,1,4,0,0,0,37,33,0
32,4,137076,7,2,4,0,4,1,0,0,40,33,0
48,4,149210,15,0,4,1,2,1,0,0,40,33,1
59,4,199713,3,2,8,0,4,1,0,0,40,33,0
47,4,341762,3,2,12,0,4,1,0,0,40,33,0
19,4,271446,7,4,13,3,4,0,0,0,25,33,0
20,4,174685,3,4,13,3,4,1,0,0,40,33,0
52,4,251908,4,0,2,4,4,0,0,2547,40,33,1
27,4,166350,3,4,4,1,4,1,0,0,50,33,0
55,5,298449,15,2,9,0,4,1,0,2415,50,33,1
25,0,34161,8,5,0,4,4,0,0,0,30,33,0
40,4,369781,3,2,11,0,4,1,15024,0,45,33,1
23,1,173851,3,4,7,1,4,1,0,0,8,33,0
43,7,157999,15,2,2,5,4,0,0,0,40,33,1
53,4,290290,7,0,2,1,4,1,0,1590,50,33,0
31,4,82393,7,2,13,2,1,1,0,0,30,24,0
35,0,139854,13,2,0,0,4,1,0,0,15,33,0
39,6,174330,7,2,8,0,4,1,0,0,40,33,0
33,0,207668,15,4,0,3,4,1,0,0,40,33,0
30,4,114691,15,4,1,2,4,1,0,0,40,33,0
56,4,373216,3,2,1,0,4,1,0,0,48,33,0
40,4,85019,2,2,2,0,1,1,0,0,45,0,1
37,4,80410,1,2,13,0,4,1,0,0,40,33,0
37,4,61778,15,4,10,1,4,1,0,0,30,33,0
21,4,141453,3,4,13,3,4,0,0,0,40,33,0
34,4,69251,7,2,13,0,1,1,0,0,40,24,0
32,4,341954,15,4,1,1,4,1,0,1741,45,0,0
58,4,374108,7,0,2,4,4,0,0,0,40,33,0
48,4,49278,13,0,1,4,4,0,0,0,40,33,0
34,4,223327,3,2,5,0,4,1,0,1672,42,33,0
27,2,204098,3,2,11,2,4,1,0,0,50,33,0
25,6,259299,7,2,8,0,4,1,3103,0,50,33,1
29,4,349116,3,5,4,4,4,0,0,0,25,33,0
34,4,132565,8,2,8,0,4,1,0,0,40,33,0
59,4,181566,3,2,8,0,4,1,4508,0,40,33,0
36,4,156780,3,4,4,2,1,0,0,0,40,0,0
33,4,323811,7,2,12,0,4,1,0,0,55,33,0
22,6,214014,7,4,4,3,2,1,99999,0,55,33,1
20,4,130840,0,4,11,3,4,1,0,0,40,33,0
26,4,261203,11,4,13,4,3,0,0,0,30,0,0
35,4,397307,4,4,9,1,4,0,0,0,55,33,0
31,4,236599,15,2,9,0,4,1,0,0,45,33,1
52,4,89041,15,3,2,1,4,1,0,0,30,33,1
68,4,90526,8,2,10,0,4,1,0,0,35,33,0
59,4,109567,3,2,6,0,4,1,0,0,55,33,0
28,4,267912,7,5,1,1,4,1,0,0,40,33,0
26,4,305129,1,2,8,0,4,1,0,0,45,33,0
33,4,214635,3,4,8,1,2,1,0,0,40,0,0
36,4,749636,7,0,1,4,4,0,0,0,40,33,0
72,4,98035,11,2,13,0,4,1,0,0,20,33,0
61,1,197311,4,6,2,4,4,0,0,0,40,33,0
22,4,208893,7,4,4,1,4,1,0,0,10,33,0
29,4,246974,14,4,5,1,4,1,0,0,40,33,0
41,4,180138,15,2,9,0,4,1,0,0,50,13,1
57,4,89392,4,3,2,1,4,0,0,0,40,33,0
36,4,23892,13,0,4,1,4,0,0,0,40,33,1
35,7,483530,7,0,5,4,4,0,0,0,40,33,0
20,1,119156,3,4,1,2,4,1,0,0,20,33,0
23,4,132053,7,4,1,1,4,0,0,0,40,33,0
44,4,191256,3,2,6,0,4,1,0,0,65,33,1
29,4,178244,3,2,12,0,4,1,0,0,40,33,0
41,4,469454,7,2,8,0,4,1,0,0,40,33,0
60,4,178312,3,2,4,0,4,1,7298,0,65,33,1
29,4,253801,3,4,8,2,4,1,0,0,40,33,0
29,4,130045,11,2,13,5,4,0,0,0,40,33,0
36,4,305352,0,0,8,2,2,1,0,0,40,33,0
35,6,202027,4,2,9,0,4,1,7688,0,55,33,1
24,4,165054,14,4,8,1,4,1,0,0,45,33,0
20,4,266525,7,4,2,2,2,0,594,0,20,33,0
21,4,321666,3,4,8,3,4,1,594,0,40,33,0
48,4,83545,7,2,9,0,4,1,0,0,65,33,1
47,6,304223,7,2,4,0,4,1,0,0,40,33,0
27,4,157941,14,2,4,0,4,1,0,0,45,33,0
38,4,83727,3,0,13,4,4,0,0,0,48,33,0
41,6,287037,3,2,2,0,4,1,0,0,40,33,0
48,4,180010,7,5,8,4,4,0,0,0,40,33,0
55,4,124137,3,3,12,1,4,1,0,0,40,25,0
35,4,196123,13,2,9,0,4,1,0,0,40,33,1
29,2,375655,15,4,2,1,4,1,0,0,40,33,0
30,4,392518,13,3,4,1,2,0,0,0,40,33,0
26,4,288959,3,2,4,0,2,1,0,0,36,33,0
25,4,290528,3,2,12,0,4,1,0,0,40,33,0
29,2,187981,7,2,13,0,4,1,0,0,40,33,0
25,4,350977,3,4,13,3,4,0,0,0,40,33,0
31,2,158092,7,4,1,3,4,0,0,0,35,33,0
37,4,103323,3,4,8,1,4,1,0,0,40,33,0
59,5,125000,15,2,9,0,4,1,0,0,40,41,1
29,1,142712,7,2,1,0,4,1,0,0,40,33,1
42,4,46743,7,2,2,5,4,0,0,0,25,0,0
24,4,220993,3,4,8,1,4,1,0,0,50,33,0
42,2,201495,7,2,3,0,4,1,0,0,72,33,1
44,2,113597,3,2,8,0,4,1,0,0,40,33,0
61,6,113080,12,2,4,0,4,1,0,0,58,33,1
48,4,117849,7,2,2,0,4,1,0,0,40,33,1
33,4,117963,15,2,9,0,4,1,0,0,40,33,1
36,4,33157,7,2,9,0,4,1,0,0,50,33,1
53,6,311020,0,2,10,0,4,1,0,0,60,33,0
39,7,55568,3,2,1,5,4,0,0,0,40,33,0
47,4,63225,9,0,13,1,4,0,0,0,15,33,0
40,2,183096,12,2,13,5,4,0,0,0,40,36,1
47,4,112791,3,2,3,0,4,1,0,0,40,33,0
41,2,134524,14,0,8,4,4,0,0,0,45,33,0
23,0,218415,7,4,0,3,4,0,0,0,10,33,0
50,4,208630,4,0,4,1,4,0,0,0,50,33,1
61,6,45795,3,2,1,5,4,0,0,0,36,33,0
35,4,268620,3,0,13,1,4,0,0,0,45,33,0
50,4,279337,15,0,9,1,4,1,0,0,55,33,1
32,4,108256,3,2,8,0,4,1,0,0,40,33,0
50,4,330543,5,2,13,0,4,1,0,0,40,19,0
58,4,373344,9,2,10,0,4,1,0,0,40,33,0
38,4,337130,9,3,8,1,4,1,0,0,40,19,0
50,4,182360,3,5,2,4,3,0,0,0,60,27,0
60,7,198815,13,2,2,0,4,1,0,0,20,19,0
50,4,128478,3,2,8,0,4,1,0,0,60,33,1
51,1,45334,7,2,3,0,1,1,0,0,70,0,0
33,4,176711,3,4,1,1,4,1,0,0,40,33,0
18,0,211177,8,4,0,2,2,1,0,0,20,33,0
23,4,181796,3,2,4,0,4,1,0,0,50,33,0
24,4,329852,3,4,12,1,4,1,0,0,40,33,0
38,5,269318,7,2,9,0,4,1,7298,0,40,33,1
38,1,307404,7,0,1,4,4,0,0,0,40,33,0
58,4,162970,7,2,4,0,4,1,0,1977,60,33,1
40,2,244522,4,2,2,0,4,1,0,1902,48,33,1
17,4,160029,1,4,4,3,4,0,0,0,14,33,0
26,0,88513,15,4,0,1,4,1,0,0,40,33,0
29,4,71067,6,4,2,1,4,0,0,0,55,33,0
34,1,153614,13,2,1,0,4,1,0,0,40,33,0
23,4,314645,13,4,1,1,4,0,0,0,15,33,0
25,4,156334,0,2,12,0,4,1,0,0,40,33,0
37,5,175360,3,2,8,0,4,1,0,0,40,33,1
17,4,99161,0,4,13,3,4,1,0,0,8,33,0
31,4,56026,3,2,8,0,4,1,0,0,40,33,0
45,4,194772,7,2,6,0,4,1,0,0,55,33,0
22,4,313873,1,4,8,3,4,1,0,0,30,33,0
59,4,168569,6,4,2,1,4,1,0,0,50,33,0
33,4,285131,3,2,8,0,4,1,0,0,40,33,0
30,4,194901,3,4,4,2,4,1,0,0,40,33,0
46,4,159869,3,0,9,1,4,1,0,0,44,33,0
55,4,197422,3,2,6,0,4,1,7688,0,40,33,1
40,1,56795,4,4,9,1,4,0,14084,0,55,33,1
54,4,346014,7,2,8,5,4,0,0,0,40,33,0
20,4,421474,7,4,4,3,4,1,0,0,20,33,0
42,4,203554,4,2,9,0,4,1,0,0,60,33,1
50,4,175029,3,2,11,0,4,1,0,0,40,33,1
18,4,98044,1,4,2,3,4,0,0,0,40,33,0
30,4,311696,1,2,13,5,2,0,0,0,30,33,0
18,4,375515,1,4,4,3,4,0,0,0,20,33,0
31,4,61559,3,4,13,1,4,1,0,0,50,33,0
19,4,146679,7,4,9,3,2,1,0,0,30,33,0
58,4,163113,3,6,4,1,4,0,0,0,35,33,1
40,4,309990,3,5,1,1,4,0,8614,0,60,33,1
18,4,118938,1,4,4,3,4,1,0,0,18,33,0
27,4,292120,3,0,5,1,4,0,0,0,45,33,0
70,2,334666,3,6,1,1,4,0,0,0,12,33,0
37,4,91711,15,2,9,0,4,1,0,0,60,33,1
53,7,227392,7,2,3,0,4,1,0,0,60,33,0
53,4,155403,3,0,13,4,2,0,0,0,20,33,0
24,7,249385,15,4,1,2,4,0,0,0,10,33,0
32,4,316769,1,4,13,4,2,0,0,0,40,16,0
23,0,116934,0,2,0,5,4,0,0,0,40,33,0
43,4,170230,4,4,5,1,4,0,0,0,40,33,0
24,4,102493,3,2,11,0,4,1,0,0,40,33,0
23,4,256356,3,4,1,3,4,0,0,0,40,33,0
67,5,112318,0,2,8,0,4,1,0,0,40,33,0
44,4,210648,15,2,5,0,4,1,0,0,40,33,1
23,4,359759,3,4,8,3,1,1,0,0,40,24,0
28,4,206088,15,4,4,1,4,0,0,0,40,33,0
54,2,108739,1,6,3,4,2,0,0,0,40,33,0
60,6,184362,3,2,4,5,4,0,0,0,25,33,0
23,4,111450,7,4,1,2,2,1,0,0,22,33,0
51,2,154891,3,0,3,4,4,1,0,0,52,33,0
46,4,173461,7,2,4,5,4,0,0,0,40,33,1
33,5,134737,3,2,10,0,4,1,2829,0,70,33,0
39,4,252327,12,5,8,3,4,1,0,0,35,19,0
42,4,230355,7,5,1,1,4,0,0,0,40,37,0
63,4,30602,11,3,13,4,0,0,0,0,40,33,0
23,4,177087,1,4,1,4,2,1,0,0,35,33,0
20,0,122244,3,4,0,1,4,0,0,0,28,33,0
27,2,255237,15,4,2,1,4,0,0,0,40,33,0
44,4,202466,7,2,9,5,4,0,0,0,60,33,0
57,4,133201,11,0,8,4,4,1,0,1408,40,2,0
31,4,214235,3,2,13,0,4,1,0,0,65,33,0
43,4,163769,0,5,13,4,4,0,0,0,40,33,0
56,4,204816,7,2,9,0,4,1,0,0,40,33,1
30,4,241259,14,2,6,0,4,1,0,0,40,33,0
58,2,158357,15,0,2,1,4,0,0,0,40,33,0
25,4,132749,1,0,13,4,4,0,0,0,12,33,0
40,4,327573,14,2,8,0,4,1,0,0,40,33,0
27,2,123773,13,4,1,4,2,0,0,0,40,33,0
49,4,133669,7,2,1,0,4,1,0,0,40,33,1
42,4,183479,14,2,4,0,4,1,0,0,40,33,1
29,4,352451,3,4,12,4,2,0,0,0,40,33,0
34,4,175856,15,2,9,0,4,1,3103,0,55,33,1
46,2,183610,4,5,2,4,4,0,0,0,40,33,0
46,4,353219,12,0,13,4,4,0,0,0,40,33,0
27,4,39665,3,0,4,4,4,0,0,0,37,33,0
29,4,211482,15,2,4,0,4,1,0,0,40,33,0
35,4,239415,3,2,8,0,4,1,0,0,42,33,0
34,4,454508,15,2,2,0,4,1,0,0,65,13,0
50,4,121411,8,0,6,1,4,1,0,0,40,33,0
43,1,594194,3,2,8,0,2,1,0,0,40,33,1
50,4,118565,1,2,12,0,2,1,0,0,40,33,0
37,4,240837,3,0,13,1,4,0,0,0,30,33,0
33,4,309350,3,2,1,0,4,1,0,0,40,33,0
29,4,275110,7,5,11,1,2,1,0,0,42,33,0
27,4,607658,15,4,4,1,4,0,0,0,40,33,0
35,4,306868,7,4,4,1,4,1,0,0,65,33,0
84,0,368925,10,6,0,1,4,1,0,0,15,33,0
41,4,115849,3,2,6,0,4,1,0,0,40,33,0
45,4,170092,7,0,13,1,4,0,0,0,50,33,0
33,2,152351,7,2,3,0,4,1,3908,0,40,33,0
47,4,199058,3,2,8,0,4,1,0,0,40,33,1
44,4,211531,7,2,9,0,4,1,0,0,50,33,0
46,4,171335,7,0,9,1,4,1,0,0,40,33,0
52,4,168553,3,2,8,0,4,1,0,1977,40,33,1
50,4,247425,3,0,1,1,2,0,0,0,40,33,0
42,4,217826,3,4,8,3,2,1,0,0,40,0,0
19,0,331702,3,4,0,3,4,1,0,0,40,33,0
49,7,247043,7,2,3,0,4,1,0,0,40,33,0
48,6,218835,4,2,4,0,4,1,0,0,50,41,0
62,2,117292,4,4,2,1,4,0,8614,0,45,33,1
23,4,325179,3,2,4,0,4,1,0,0,40,33,1
64,4,110212,3,2,13,0,2,1,0,0,40,33,0
38,4,189916,7,2,4,5,4,0,0,0,40,33,0
68,4,174895,3,2,13,0,4,1,0,0,40,33,0
39,4,127573,3,4,9,1,4,0,2202,0,45,33,0
40,7,506329,2,2,2,0,1,1,0,0,40,30,1
49,4,169818,3,2,13,5,2,0,0,0,40,33,1
22,4,27881,3,2,10,0,4,1,0,0,45,33,0
59,5,188877,3,2,4,0,4,1,0,0,50,33,1
31,4,141410,7,4,6,1,2,1,0,0,40,33,0
43,7,186990,3,2,8,0,4,1,0,0,37,33,0
67,4,247566,3,2,3,0,4,1,0,0,24,33,0
42,4,160893,7,2,13,5,4,0,0,0,23,33,0
54,4,145098,7,2,4,0,4,1,0,0,40,33,1
32,2,198211,14,3,8,1,4,1,0,0,40,33,0
24,4,143246,7,4,12,3,2,0,2597,0,45,33,0
37,4,189382,13,0,1,1,4,0,0,1504,40,33,0
29,4,128777,11,0,8,4,4,0,0,0,55,33,0
59,6,275236,1,2,4,0,4,1,0,0,70,33,1
27,4,90692,14,4,13,1,1,0,0,0,40,24,0
47,4,233511,3,0,9,1,4,1,0,0,40,33,0
40,4,255675,7,2,2,0,4,1,0,0,40,33,1
33,6,37232,14,0,8,1,4,1,10520,0,80,33,1
33,4,203488,7,0,4,1,4,1,0,0,40,33,0
79,4,160758,11,2,4,0,4,1,0,0,15,33,0
42,5,90693,15,2,9,0,4,1,0,0,70,33,0
21,4,248512,7,4,1,3,4,0,0,0,40,33,0
34,4,137088,3,2,8,2,0,1,0,0,40,33,0
30,4,36383,15,2,4,0,4,1,0,0,40,19,1
20,4,332689,10,2,8,0,4,1,0,0,40,19,0
36,0,176458,3,0,0,4,4,0,0,0,28,33,0
34,4,303867,15,2,2,0,4,1,0,0,40,33,1
45,2,224474,15,0,2,4,4,0,4934,0,50,33,1
58,4,71283,3,2,6,0,4,1,0,0,38,33,1
64,4,151364,7,4,1,1,4,0,0,0,40,33,0
43,4,102606,3,2,4,0,4,1,0,0,48,33,0
60,4,169408,15,2,9,0,4,1,7298,0,40,33,1
36,4,93461,3,2,8,5,4,0,0,0,30,33,0
58,4,163150,3,6,14,1,4,0,0,0,28,33,0
37,4,126675,7,6,12,2,4,1,0,0,40,0,0
55,4,172642,3,2,6,0,4,1,0,0,40,33,0
51,4,128338,11,2,2,0,4,1,0,0,40,33,0
53,6,257728,3,2,8,0,4,1,0,0,50,33,1
31,4,114937,15,2,2,0,4,1,0,0,35,33,0
36,4,186865,2,2,2,0,4,1,0,0,60,33,1
44,4,105475,3,2,8,0,3,1,0,0,40,27,0
39,5,51089,15,2,2,0,4,1,0,0,30,33,0
41,2,176716,3,2,6,0,4,1,0,0,60,33,0
46,4,134242,7,0,9,1,4,0,0,0,40,33,0
58,2,292379,15,2,9,0,4,1,0,0,40,33,0
34,4,235062,3,4,8,1,4,1,0,0,45,33,0
24,4,330724,15,4,2,1,1,1,0,0,16,0,0
20,4,186849,3,4,6,2,4,1,0,0,40,33,0
39,4,126494,3,0,2,4,4,0,0,0,40,33,0
27,4,139903,3,4,4,4,2,0,0,0,30,33,0
44,6,193882,6,2,2,0,4,1,0,0,50,33,1
40,4,388725,7,0,9,1,4,1,0,0,40,33,0
37,4,486194,7,4,9,1,4,1,0,0,50,5,0
62,4,78273,7,4,12,1,2,0,0,0,40,33,0
45,4,462440,1,6,13,1,2,0,0,0,20,33,0
47,2,123681,4,2,2,0,4,1,7688,0,60,33,1
